tool	seq_type	value	ecdf
CheckAMG (all)	Mixed metagenomes	0	0.01599868
CheckAMG (all)	Mixed metagenomes	0	0.016498625
CheckAMG (all)	Mixed metagenomes	0	0.016998569
CheckAMG (all)	Mixed metagenomes	0	0.017498514
CheckAMG (all)	Mixed metagenomes	0	0.017998457
CheckAMG (all)	Mixed metagenomes	0	0.0184984
CheckAMG (all)	Mixed metagenomes	0	0.018998345
CheckAMG (all)	Mixed metagenomes	0	0.019498289
CheckAMG (all)	Mixed metagenomes	0	0.019998234
CheckAMG (all)	Mixed metagenomes	0	0.020498177
CheckAMG (all)	Mixed metagenomes	0	0.020998122
CheckAMG (all)	Mixed metagenomes	0	0.021498065
CheckAMG (all)	Mixed metagenomes	0	0.021998009
CheckAMG (all)	Mixed metagenomes	0	0.022497954
CheckAMG (all)	Mixed metagenomes	0	0.022997897
CheckAMG (all)	Mixed metagenomes	0	0.023497842
CheckAMG (all)	Mixed metagenomes	0	0.023997786
CheckAMG (all)	Mixed metagenomes	0	0.02449773
CheckAMG (all)	Mixed metagenomes	0	0.024997674
CheckAMG (all)	Mixed metagenomes	0	0.025497619
CheckAMG (all)	Mixed metagenomes	0	0.025997562
CheckAMG (all)	Mixed metagenomes	0	0.026497506
CheckAMG (all)	Mixed metagenomes	0	0.02699745
CheckAMG (all)	Mixed metagenomes	0	0.027497394
CheckAMG (all)	Mixed metagenomes	0	0.02799734
CheckAMG (all)	Mixed metagenomes	0	0.028497282
CheckAMG (all)	Mixed metagenomes	0	0.028997228
CheckAMG (all)	Mixed metagenomes	0	0.02949717
CheckAMG (all)	Mixed metagenomes	0	0.029997114
CheckAMG (all)	Mixed metagenomes	0	0.03049706
CheckAMG (all)	Mixed metagenomes	0	0.030997002
CheckAMG (all)	Mixed metagenomes	0	0.031496946
CheckAMG (all)	Mixed metagenomes	0	0.03199689
CheckAMG (all)	Mixed metagenomes	0	0.032496836
CheckAMG (all)	Mixed metagenomes	0	0.03299678
CheckAMG (all)	Mixed metagenomes	0	0.033496723
CheckAMG (all)	Mixed metagenomes	0	0.033996668
CheckAMG (all)	Mixed metagenomes	0	0.034496613
CheckAMG (all)	Mixed metagenomes	0	0.034996554
CheckAMG (all)	Mixed metagenomes	0	0.0354965
CheckAMG (all)	Mixed metagenomes	0	0.035996445
CheckAMG (all)	Mixed metagenomes	0	0.03649639
CheckAMG (all)	Mixed metagenomes	0	0.03699633
CheckAMG (all)	Mixed metagenomes	0	0.037496276
CheckAMG (all)	Mixed metagenomes	0	0.03799622
CheckAMG (all)	Mixed metagenomes	0	0.038496163
CheckAMG (all)	Mixed metagenomes	0	0.038996108
CheckAMG (all)	Mixed metagenomes	0	0.039496053
CheckAMG (all)	Mixed metagenomes	0	0.039996
CheckAMG (all)	Mixed metagenomes	0	0.04049594
CheckAMG (all)	Mixed metagenomes	0	0.040995885
CheckAMG (all)	Mixed metagenomes	0	0.04149583
CheckAMG (all)	Mixed metagenomes	0	0.04199577
CheckAMG (all)	Mixed metagenomes	0	0.042495716
CheckAMG (all)	Mixed metagenomes	0	0.04299566
CheckAMG (all)	Mixed metagenomes	0	0.043495607
CheckAMG (all)	Mixed metagenomes	0	0.043995548
CheckAMG (all)	Mixed metagenomes	0	0.044495493
CheckAMG (all)	Mixed metagenomes	0	0.04499544
CheckAMG (all)	Mixed metagenomes	0	0.045495383
CheckAMG (all)	Mixed metagenomes	0	0.045995325
CheckAMG (all)	Mixed metagenomes	0	0.04649527
CheckAMG (all)	Mixed metagenomes	0	0.046995215
CheckAMG (all)	Mixed metagenomes	0	0.047495157
CheckAMG (all)	Mixed metagenomes	0	0.0479951
CheckAMG (all)	Mixed metagenomes	0	0.048495047
CheckAMG (all)	Mixed metagenomes	0	0.048994992
CheckAMG (all)	Mixed metagenomes	0	0.049494933
CheckAMG (all)	Mixed metagenomes	0	0.04999488
CheckAMG (all)	Mixed metagenomes	0	0.050494824
CheckAMG (all)	Mixed metagenomes	0	0.050994765
CheckAMG (all)	Mixed metagenomes	0	0.05149471
CheckAMG (all)	Mixed metagenomes	0	0.051994655
CheckAMG (all)	Mixed metagenomes	0	0.0524946
CheckAMG (all)	Mixed metagenomes	0	0.05299454
CheckAMG (all)	Mixed metagenomes	0	0.053494487
CheckAMG (all)	Mixed metagenomes	0	0.053994432
CheckAMG (all)	Mixed metagenomes	0	0.054494374
CheckAMG (all)	Mixed metagenomes	0	0.05499432
CheckAMG (all)	Mixed metagenomes	0	0.055494264
CheckAMG (all)	Mixed metagenomes	0	0.05599421
CheckAMG (all)	Mixed metagenomes	0	0.05649415
CheckAMG (all)	Mixed metagenomes	0	0.056994095
CheckAMG (all)	Mixed metagenomes	0	0.05749404
CheckAMG (all)	Mixed metagenomes	0	0.057993982
CheckAMG (all)	Mixed metagenomes	0	0.058493927
CheckAMG (all)	Mixed metagenomes	0	0.058993872
CheckAMG (all)	Mixed metagenomes	0	0.059493817
CheckAMG (all)	Mixed metagenomes	0	0.05999376
CheckAMG (all)	Mixed metagenomes	0	0.060493704
CheckAMG (all)	Mixed metagenomes	0	0.06099365
CheckAMG (all)	Mixed metagenomes	0	0.061493594
CheckAMG (all)	Mixed metagenomes	0	0.061993536
CheckAMG (all)	Mixed metagenomes	0	0.06249348
CheckAMG (all)	Mixed metagenomes	0	0.06299342
CheckAMG (all)	Mixed metagenomes	0	0.06349337
CheckAMG (all)	Mixed metagenomes	0	0.06399331
CheckAMG (all)	Mixed metagenomes	0	0.064493254
CheckAMG (all)	Mixed metagenomes	0	0.0649932
CheckAMG (all)	Mixed metagenomes	0	0.065493144
CheckAMG (all)	Mixed metagenomes	0	0.065993086
CheckAMG (all)	Mixed metagenomes	0	0.066493034
CheckAMG (all)	Mixed metagenomes	0	0.066992976
CheckAMG (all)	Mixed metagenomes	0	0.067492925
CheckAMG (all)	Mixed metagenomes	0	0.067992866
CheckAMG (all)	Mixed metagenomes	0	0.06849281
CheckAMG (all)	Mixed metagenomes	0	0.06899276
CheckAMG (all)	Mixed metagenomes	0	0.0694927
CheckAMG (all)	Mixed metagenomes	0	0.06999264
CheckAMG (all)	Mixed metagenomes	0	0.07049259
CheckAMG (all)	Mixed metagenomes	0	0.07099253
CheckAMG (all)	Mixed metagenomes	0	0.07149247
CheckAMG (all)	Mixed metagenomes	0	0.07199242
CheckAMG (all)	Mixed metagenomes	0	0.07249236
CheckAMG (all)	Mixed metagenomes	0	0.07299231
CheckAMG (all)	Mixed metagenomes	0	0.07349225
CheckAMG (all)	Mixed metagenomes	0	0.07399219
CheckAMG (all)	Mixed metagenomes	0	0.07449214
CheckAMG (all)	Mixed metagenomes	0	0.07499208
CheckAMG (all)	Mixed metagenomes	0	0.075492024
CheckAMG (all)	Mixed metagenomes	0	0.07599197
CheckAMG (all)	Mixed metagenomes	0	0.076491915
CheckAMG (all)	Mixed metagenomes	0	0.076991856
CheckAMG (all)	Mixed metagenomes	0	0.077491805
CheckAMG (all)	Mixed metagenomes	0	0.07799175
CheckAMG (all)	Mixed metagenomes	0	0.07849169
CheckAMG (all)	Mixed metagenomes	0	0.07899164
CheckAMG (all)	Mixed metagenomes	0	0.07949158
CheckAMG (all)	Mixed metagenomes	0	0.07999153
CheckAMG (all)	Mixed metagenomes	0	0.08049147
CheckAMG (all)	Mixed metagenomes	0	0.08099141
CheckAMG (all)	Mixed metagenomes	0	0.08149136
CheckAMG (all)	Mixed metagenomes	0	0.0819913
CheckAMG (all)	Mixed metagenomes	0	0.08249124
CheckAMG (all)	Mixed metagenomes	0	0.08299119
CheckAMG (all)	Mixed metagenomes	0	0.08349113
CheckAMG (all)	Mixed metagenomes	0	0.08399107
CheckAMG (all)	Mixed metagenomes	0	0.08449102
CheckAMG (all)	Mixed metagenomes	0	0.08499096
CheckAMG (all)	Mixed metagenomes	0	0.085490905
CheckAMG (all)	Mixed metagenomes	0	0.08599085
CheckAMG (all)	Mixed metagenomes	0	0.086490795
CheckAMG (all)	Mixed metagenomes	0	0.086990744
CheckAMG (all)	Mixed metagenomes	0	0.087490685
CheckAMG (all)	Mixed metagenomes	0	0.08799063
CheckAMG (all)	Mixed metagenomes	0	0.088490576
CheckAMG (all)	Mixed metagenomes	0	0.08899052
CheckAMG (all)	Mixed metagenomes	0	0.08949046
CheckAMG (all)	Mixed metagenomes	0	0.08999041
CheckAMG (all)	Mixed metagenomes	0	0.09049035
CheckAMG (all)	Mixed metagenomes	0	0.09099029
CheckAMG (all)	Mixed metagenomes	0	0.09149024
CheckAMG (all)	Mixed metagenomes	0	0.09199018
CheckAMG (all)	Mixed metagenomes	0	0.09249013
CheckAMG (all)	Mixed metagenomes	0	0.09299007
CheckAMG (all)	Mixed metagenomes	0	0.09349001
CheckAMG (all)	Mixed metagenomes	0	0.09398996
CheckAMG (all)	Mixed metagenomes	0	0.0944899
CheckAMG (all)	Mixed metagenomes	0	0.09498984
CheckAMG (all)	Mixed metagenomes	0	0.09548979
CheckAMG (all)	Mixed metagenomes	0	0.095989734
CheckAMG (all)	Mixed metagenomes	0	0.096489675
CheckAMG (all)	Mixed metagenomes	0	0.096989624
CheckAMG (all)	Mixed metagenomes	0	0.097489566
CheckAMG (all)	Mixed metagenomes	0	0.09798951
CheckAMG (all)	Mixed metagenomes	0	0.098489456
CheckAMG (all)	Mixed metagenomes	0	0.0989894
CheckAMG (all)	Mixed metagenomes	0	0.099489346
CheckAMG (all)	Mixed metagenomes	0	0.09998929
CheckAMG (all)	Mixed metagenomes	0	0.10048923
CheckAMG (all)	Mixed metagenomes	0	0.10098918
CheckAMG (all)	Mixed metagenomes	0	0.10148912
CheckAMG (all)	Mixed metagenomes	0	0.10198906
CheckAMG (all)	Mixed metagenomes	0	0.10248901
CheckAMG (all)	Mixed metagenomes	0	0.10298895
CheckAMG (all)	Mixed metagenomes	0	0.10348889
CheckAMG (all)	Mixed metagenomes	0	0.10398884
CheckAMG (all)	Mixed metagenomes	0	0.10448878
CheckAMG (all)	Mixed metagenomes	0	0.10498873
CheckAMG (all)	Mixed metagenomes	0	0.10548867
CheckAMG (all)	Mixed metagenomes	0	0.105988614
CheckAMG (all)	Mixed metagenomes	0	0.10648856
CheckAMG (all)	Mixed metagenomes	0	0.106988505
CheckAMG (all)	Mixed metagenomes	0	0.107488446
CheckAMG (all)	Mixed metagenomes	0	0.107988395
CheckAMG (all)	Mixed metagenomes	0	0.108488336
CheckAMG (all)	Mixed metagenomes	0	0.10898828
CheckAMG (all)	Mixed metagenomes	0	0.10948823
CheckAMG (all)	Mixed metagenomes	0	0.10998817
CheckAMG (all)	Mixed metagenomes	0	0.11048811
CheckAMG (all)	Mixed metagenomes	0	0.11098806
CheckAMG (all)	Mixed metagenomes	0	0.111488
CheckAMG (all)	Mixed metagenomes	0	0.11198795
CheckAMG (all)	Mixed metagenomes	0	0.11248789
CheckAMG (all)	Mixed metagenomes	0	0.11298783
CheckAMG (all)	Mixed metagenomes	0	0.11348778
CheckAMG (all)	Mixed metagenomes	0	0.11398772
CheckAMG (all)	Mixed metagenomes	0	0.11448766
CheckAMG (all)	Mixed metagenomes	0	0.11498761
CheckAMG (all)	Mixed metagenomes	0	0.11548755
CheckAMG (all)	Mixed metagenomes	0	0.115987495
CheckAMG (all)	Mixed metagenomes	0	0.11648744
CheckAMG (all)	Mixed metagenomes	0	0.116987385
CheckAMG (all)	Mixed metagenomes	0	0.117487326
CheckAMG (all)	Mixed metagenomes	0	0.117987275
CheckAMG (all)	Mixed metagenomes	0	0.11848722
CheckAMG (all)	Mixed metagenomes	0	0.118987165
CheckAMG (all)	Mixed metagenomes	0	0.11948711
CheckAMG (all)	Mixed metagenomes	0	0.11998705
CheckAMG (all)	Mixed metagenomes	0	0.120487
CheckAMG (all)	Mixed metagenomes	0	0.12098694
CheckAMG (all)	Mixed metagenomes	0	0.12148688
CheckAMG (all)	Mixed metagenomes	0	0.12198683
CheckAMG (all)	Mixed metagenomes	0	0.12248677
CheckAMG (all)	Mixed metagenomes	0	0.12298671
CheckAMG (all)	Mixed metagenomes	0	0.12348666
CheckAMG (all)	Mixed metagenomes	0	0.1239866
CheckAMG (all)	Mixed metagenomes	0	0.12448655
CheckAMG (all)	Mixed metagenomes	0	0.12498649
CheckAMG (all)	Mixed metagenomes	0	0.12548643
CheckAMG (all)	Mixed metagenomes	0	0.12598638
CheckAMG (all)	Mixed metagenomes	0	0.12648632
CheckAMG (all)	Mixed metagenomes	0	0.12698627
CheckAMG (all)	Mixed metagenomes	0	0.12748621
CheckAMG (all)	Mixed metagenomes	0	0.12798616
CheckAMG (all)	Mixed metagenomes	0	0.1284861
CheckAMG (all)	Mixed metagenomes	0	0.12898605
CheckAMG (all)	Mixed metagenomes	0	0.129486
CheckAMG (all)	Mixed metagenomes	0	0.12998593
CheckAMG (all)	Mixed metagenomes	0	0.13048588
CheckAMG (all)	Mixed metagenomes	0	0.13098583
CheckAMG (all)	Mixed metagenomes	0	0.13148576
CheckAMG (all)	Mixed metagenomes	0	0.13198571
CheckAMG (all)	Mixed metagenomes	0	0.13248566
CheckAMG (all)	Mixed metagenomes	0	0.13298559
CheckAMG (all)	Mixed metagenomes	0	0.13348554
CheckAMG (all)	Mixed metagenomes	0	0.13398549
CheckAMG (all)	Mixed metagenomes	0	0.13448542
CheckAMG (all)	Mixed metagenomes	0	0.13498537
CheckAMG (all)	Mixed metagenomes	0	0.13548532
CheckAMG (all)	Mixed metagenomes	0	0.13598526
CheckAMG (all)	Mixed metagenomes	0	0.1364852
CheckAMG (all)	Mixed metagenomes	0	0.13698515
CheckAMG (all)	Mixed metagenomes	0	0.13748509
CheckAMG (all)	Mixed metagenomes	0	0.13798504
CheckAMG (all)	Mixed metagenomes	0	0.13848498
CheckAMG (all)	Mixed metagenomes	0	0.13898492
CheckAMG (all)	Mixed metagenomes	0	0.13948487
CheckAMG (all)	Mixed metagenomes	0	0.13998482
CheckAMG (all)	Mixed metagenomes	0	0.14048477
CheckAMG (all)	Mixed metagenomes	0	0.1409847
CheckAMG (all)	Mixed metagenomes	0	0.14148465
CheckAMG (all)	Mixed metagenomes	0	0.1419846
CheckAMG (all)	Mixed metagenomes	0	0.14248453
CheckAMG (all)	Mixed metagenomes	0	0.14298448
CheckAMG (all)	Mixed metagenomes	0	0.14348443
CheckAMG (all)	Mixed metagenomes	0	0.14398436
CheckAMG (all)	Mixed metagenomes	0	0.14448431
CheckAMG (all)	Mixed metagenomes	0	0.14498426
CheckAMG (all)	Mixed metagenomes	0	0.1454842
CheckAMG (all)	Mixed metagenomes	0	0.14598414
CheckAMG (all)	Mixed metagenomes	0	0.14648409
CheckAMG (all)	Mixed metagenomes	0	0.14698403
CheckAMG (all)	Mixed metagenomes	0	0.14748397
CheckAMG (all)	Mixed metagenomes	0	0.14798392
CheckAMG (all)	Mixed metagenomes	0	0.14848386
CheckAMG (all)	Mixed metagenomes	0	0.1489838
CheckAMG (all)	Mixed metagenomes	0	0.14948376
CheckAMG (all)	Mixed metagenomes	0	0.14998369
CheckAMG (all)	Mixed metagenomes	0	0.15048364
CheckAMG (all)	Mixed metagenomes	0	0.15098359
CheckAMG (all)	Mixed metagenomes	0	0.15148352
CheckAMG (all)	Mixed metagenomes	0	0.15198347
CheckAMG (all)	Mixed metagenomes	0	0.15248342
CheckAMG (all)	Mixed metagenomes	0	0.15298335
CheckAMG (all)	Mixed metagenomes	0	0.1534833
CheckAMG (all)	Mixed metagenomes	0	0.15398325
CheckAMG (all)	Mixed metagenomes	0	0.1544832
CheckAMG (all)	Mixed metagenomes	0	0.15498313
CheckAMG (all)	Mixed metagenomes	0	0.15548308
CheckAMG (all)	Mixed metagenomes	0	0.15598303
CheckAMG (all)	Mixed metagenomes	0	0.15648296
CheckAMG (all)	Mixed metagenomes	0	0.15698291
CheckAMG (all)	Mixed metagenomes	0	0.15748286
CheckAMG (all)	Mixed metagenomes	0	0.1579828
CheckAMG (all)	Mixed metagenomes	0	0.15848275
CheckAMG (all)	Mixed metagenomes	0	0.1589827
CheckAMG (all)	Mixed metagenomes	0	0.15948263
CheckAMG (all)	Mixed metagenomes	0	0.15998258
CheckAMG (all)	Mixed metagenomes	0	0.16048253
CheckAMG (all)	Mixed metagenomes	0	0.16098246
CheckAMG (all)	Mixed metagenomes	0	0.16148241
CheckAMG (all)	Mixed metagenomes	0	0.16198236
CheckAMG (all)	Mixed metagenomes	0	0.16248229
CheckAMG (all)	Mixed metagenomes	0	0.16298224
CheckAMG (all)	Mixed metagenomes	0	0.16348219
CheckAMG (all)	Mixed metagenomes	0	0.16398212
CheckAMG (all)	Mixed metagenomes	0	0.16448207
CheckAMG (all)	Mixed metagenomes	0	0.16498202
CheckAMG (all)	Mixed metagenomes	0	0.16548195
CheckAMG (all)	Mixed metagenomes	0	0.1659819
CheckAMG (all)	Mixed metagenomes	0	0.16648185
CheckAMG (all)	Mixed metagenomes	0	0.1669818
CheckAMG (all)	Mixed metagenomes	0	0.16748174
CheckAMG (all)	Mixed metagenomes	0	0.16798168
CheckAMG (all)	Mixed metagenomes	0	0.16848163
CheckAMG (all)	Mixed metagenomes	0	0.16898157
CheckAMG (all)	Mixed metagenomes	0	0.16948152
CheckAMG (all)	Mixed metagenomes	0	0.16998146
CheckAMG (all)	Mixed metagenomes	0	0.1704814
CheckAMG (all)	Mixed metagenomes	0	0.17098135
CheckAMG (all)	Mixed metagenomes	0	0.1714813
CheckAMG (all)	Mixed metagenomes	0	0.17198123
CheckAMG (all)	Mixed metagenomes	0	0.17248118
CheckAMG (all)	Mixed metagenomes	0	0.17298113
CheckAMG (all)	Mixed metagenomes	0	0.17348106
CheckAMG (all)	Mixed metagenomes	0	0.17398101
CheckAMG (all)	Mixed metagenomes	0	0.17448096
CheckAMG (all)	Mixed metagenomes	0	0.1749809
CheckAMG (all)	Mixed metagenomes	0	0.17548084
CheckAMG (all)	Mixed metagenomes	0	0.17598079
CheckAMG (all)	Mixed metagenomes	0	0.17648073
CheckAMG (all)	Mixed metagenomes	0	0.17698067
CheckAMG (all)	Mixed metagenomes	0	0.17748062
CheckAMG (all)	Mixed metagenomes	0	0.17798056
CheckAMG (all)	Mixed metagenomes	0	0.1784805
CheckAMG (all)	Mixed metagenomes	0	0.17898045
CheckAMG (all)	Mixed metagenomes	0	0.1794804
CheckAMG (all)	Mixed metagenomes	0	0.17998034
CheckAMG (all)	Mixed metagenomes	0	0.18048029
CheckAMG (all)	Mixed metagenomes	0	0.18098024
CheckAMG (all)	Mixed metagenomes	0	0.18148017
CheckAMG (all)	Mixed metagenomes	0	0.18198012
CheckAMG (all)	Mixed metagenomes	0	0.18248007
CheckAMG (all)	Mixed metagenomes	0	0.18298
CheckAMG (all)	Mixed metagenomes	0	0.18347995
CheckAMG (all)	Mixed metagenomes	0	0.1839799
CheckAMG (all)	Mixed metagenomes	0	0.18447983
CheckAMG (all)	Mixed metagenomes	0	0.18497978
CheckAMG (all)	Mixed metagenomes	0	0.18547973
CheckAMG (all)	Mixed metagenomes	0	0.18597966
CheckAMG (all)	Mixed metagenomes	0	0.18647961
CheckAMG (all)	Mixed metagenomes	0	0.18697956
CheckAMG (all)	Mixed metagenomes	0	0.1874795
CheckAMG (all)	Mixed metagenomes	0	0.18797944
CheckAMG (all)	Mixed metagenomes	0	0.1884794
CheckAMG (all)	Mixed metagenomes	0	0.18897933
CheckAMG (all)	Mixed metagenomes	0	0.18947928
CheckAMG (all)	Mixed metagenomes	0	0.18997923
CheckAMG (all)	Mixed metagenomes	0	0.19047916
CheckAMG (all)	Mixed metagenomes	0	0.19097911
CheckAMG (all)	Mixed metagenomes	0	0.19147906
CheckAMG (all)	Mixed metagenomes	0	0.191979
CheckAMG (all)	Mixed metagenomes	0	0.19247894
CheckAMG (all)	Mixed metagenomes	0	0.19297889
CheckAMG (all)	Mixed metagenomes	0	0.19347884
CheckAMG (all)	Mixed metagenomes	0	0.19397877
CheckAMG (all)	Mixed metagenomes	0	0.19447872
CheckAMG (all)	Mixed metagenomes	0	0.19497867
CheckAMG (all)	Mixed metagenomes	0	0.1954786
CheckAMG (all)	Mixed metagenomes	0	0.19597855
CheckAMG (all)	Mixed metagenomes	0	0.1964785
CheckAMG (all)	Mixed metagenomes	0	0.19697843
CheckAMG (all)	Mixed metagenomes	0	0.19747838
CheckAMG (all)	Mixed metagenomes	0	0.19797833
CheckAMG (all)	Mixed metagenomes	0	0.19847827
CheckAMG (all)	Mixed metagenomes	0	0.19897822
CheckAMG (all)	Mixed metagenomes	0	0.19947816
CheckAMG (all)	Mixed metagenomes	0	0.1999781
CheckAMG (all)	Mixed metagenomes	0	0.20047805
CheckAMG (all)	Mixed metagenomes	0	0.200978
CheckAMG (all)	Mixed metagenomes	0	0.20147793
CheckAMG (all)	Mixed metagenomes	0	0.20197788
CheckAMG (all)	Mixed metagenomes	0	0.20247783
CheckAMG (all)	Mixed metagenomes	0	0.20297776
CheckAMG (all)	Mixed metagenomes	0	0.20347771
CheckAMG (all)	Mixed metagenomes	0	0.20397766
CheckAMG (all)	Mixed metagenomes	0	0.2044776
CheckAMG (all)	Mixed metagenomes	0	0.20497754
CheckAMG (all)	Mixed metagenomes	0	0.20547749
CheckAMG (all)	Mixed metagenomes	0	0.20597744
CheckAMG (all)	Mixed metagenomes	0	0.20647737
CheckAMG (all)	Mixed metagenomes	0	0.20697732
CheckAMG (all)	Mixed metagenomes	0	0.20747727
CheckAMG (all)	Mixed metagenomes	0	0.2079772
CheckAMG (all)	Mixed metagenomes	0	0.20847715
CheckAMG (all)	Mixed metagenomes	0	0.2089771
CheckAMG (all)	Mixed metagenomes	0	0.20947704
CheckAMG (all)	Mixed metagenomes	0	0.20997699
CheckAMG (all)	Mixed metagenomes	0	0.21047693
CheckAMG (all)	Mixed metagenomes	0	0.21097687
CheckAMG (all)	Mixed metagenomes	0	0.21147682
CheckAMG (all)	Mixed metagenomes	0	0.21197677
CheckAMG (all)	Mixed metagenomes	0	0.2124767
CheckAMG (all)	Mixed metagenomes	0	0.21297665
CheckAMG (all)	Mixed metagenomes	0	0.2134766
CheckAMG (all)	Mixed metagenomes	0	0.21397653
CheckAMG (all)	Mixed metagenomes	0	0.21447648
CheckAMG (all)	Mixed metagenomes	0	0.21497643
CheckAMG (all)	Mixed metagenomes	0	0.21547636
CheckAMG (all)	Mixed metagenomes	0	0.21597631
CheckAMG (all)	Mixed metagenomes	0	0.21647626
CheckAMG (all)	Mixed metagenomes	0	0.2169762
CheckAMG (all)	Mixed metagenomes	0	0.21747614
CheckAMG (all)	Mixed metagenomes	0	0.2179761
CheckAMG (all)	Mixed metagenomes	0	0.21847604
CheckAMG (all)	Mixed metagenomes	0	0.21897598
CheckAMG (all)	Mixed metagenomes	0	0.21947592
CheckAMG (all)	Mixed metagenomes	0	0.21997587
CheckAMG (all)	Mixed metagenomes	0	0.22047581
CheckAMG (all)	Mixed metagenomes	0	0.22097576
CheckAMG (all)	Mixed metagenomes	0	0.2214757
CheckAMG (all)	Mixed metagenomes	0	0.22197564
CheckAMG (all)	Mixed metagenomes	0	0.22247559
CheckAMG (all)	Mixed metagenomes	0	0.22297554
CheckAMG (all)	Mixed metagenomes	0	0.22347547
CheckAMG (all)	Mixed metagenomes	0	0.22397542
CheckAMG (all)	Mixed metagenomes	0	0.22447537
CheckAMG (all)	Mixed metagenomes	0	0.2249753
CheckAMG (all)	Mixed metagenomes	0	0.22547525
CheckAMG (all)	Mixed metagenomes	0	0.2259752
CheckAMG (all)	Mixed metagenomes	0	0.22647513
CheckAMG (all)	Mixed metagenomes	0	0.22697508
CheckAMG (all)	Mixed metagenomes	0	0.22747503
CheckAMG (all)	Mixed metagenomes	0	0.22797497
CheckAMG (all)	Mixed metagenomes	0	0.22847492
CheckAMG (all)	Mixed metagenomes	0	0.22897486
CheckAMG (all)	Mixed metagenomes	0	0.2294748
CheckAMG (all)	Mixed metagenomes	0	0.22997475
CheckAMG (all)	Mixed metagenomes	0	0.2304747
CheckAMG (all)	Mixed metagenomes	0	0.23097464
CheckAMG (all)	Mixed metagenomes	0	0.23147458
CheckAMG (all)	Mixed metagenomes	0	0.23197453
CheckAMG (all)	Mixed metagenomes	0	0.23247448
CheckAMG (all)	Mixed metagenomes	0	0.23297441
CheckAMG (all)	Mixed metagenomes	0	0.23347436
CheckAMG (all)	Mixed metagenomes	0	0.23397431
CheckAMG (all)	Mixed metagenomes	0	0.23447424
CheckAMG (all)	Mixed metagenomes	0	0.23497419
CheckAMG (all)	Mixed metagenomes	0	0.23547414
CheckAMG (all)	Mixed metagenomes	0	0.23597407
CheckAMG (all)	Mixed metagenomes	0	0.23647402
CheckAMG (all)	Mixed metagenomes	0	0.23697397
CheckAMG (all)	Mixed metagenomes	0	0.2374739
CheckAMG (all)	Mixed metagenomes	0	0.23797385
CheckAMG (all)	Mixed metagenomes	0	0.2384738
CheckAMG (all)	Mixed metagenomes	0	0.23897374
CheckAMG (all)	Mixed metagenomes	0	0.23947369
CheckAMG (all)	Mixed metagenomes	0	0.23997363
CheckAMG (all)	Mixed metagenomes	0	0.24047357
CheckAMG (all)	Mixed metagenomes	0	0.24097352
CheckAMG (all)	Mixed metagenomes	0	0.24147347
CheckAMG (all)	Mixed metagenomes	0	0.2419734
CheckAMG (all)	Mixed metagenomes	0	0.24247335
CheckAMG (all)	Mixed metagenomes	0	0.2429733
CheckAMG (all)	Mixed metagenomes	0	0.24347325
CheckAMG (all)	Mixed metagenomes	0	0.24397318
CheckAMG (all)	Mixed metagenomes	0	0.24447313
CheckAMG (all)	Mixed metagenomes	0	0.24497308
CheckAMG (all)	Mixed metagenomes	0	0.24547301
CheckAMG (all)	Mixed metagenomes	0	0.24597296
CheckAMG (all)	Mixed metagenomes	0	0.24647291
CheckAMG (all)	Mixed metagenomes	0	0.24697284
CheckAMG (all)	Mixed metagenomes	0	0.2474728
CheckAMG (all)	Mixed metagenomes	0	0.24797274
CheckAMG (all)	Mixed metagenomes	0	0.24847268
CheckAMG (all)	Mixed metagenomes	0	0.24897262
CheckAMG (all)	Mixed metagenomes	0	0.24947257
CheckAMG (all)	Mixed metagenomes	0	0.2499725
CheckAMG (all)	Mixed metagenomes	0	0.25047246
CheckAMG (all)	Mixed metagenomes	0	0.2509724
CheckAMG (all)	Mixed metagenomes	0	0.25147235
CheckAMG (all)	Mixed metagenomes	0	0.2519723
CheckAMG (all)	Mixed metagenomes	0	0.25247222
CheckAMG (all)	Mixed metagenomes	0	0.2529722
CheckAMG (all)	Mixed metagenomes	0	0.25347212
CheckAMG (all)	Mixed metagenomes	0	0.25397205
CheckAMG (all)	Mixed metagenomes	0	0.25447202
CheckAMG (all)	Mixed metagenomes	0	0.25497195
CheckAMG (all)	Mixed metagenomes	0	0.2554719
CheckAMG (all)	Mixed metagenomes	0	0.25597185
CheckAMG (all)	Mixed metagenomes	0	0.25647178
CheckAMG (all)	Mixed metagenomes	0	0.25697172
CheckAMG (all)	Mixed metagenomes	0	0.25747168
CheckAMG (all)	Mixed metagenomes	0	0.2579716
CheckAMG (all)	Mixed metagenomes	0	0.25847155
CheckAMG (all)	Mixed metagenomes	0	0.2589715
CheckAMG (all)	Mixed metagenomes	0	0.25947145
