tool	seq_type	value	ecdf
CheckAMG (kept)	Viromes	1	0.8465804
CheckAMG (kept)	Viromes	1	0.8470802
CheckAMG (kept)	Viromes	1	0.8475799
CheckAMG (kept)	Viromes	1	0.8480797
CheckAMG (kept)	Viromes	1	0.8485794
CheckAMG (kept)	Viromes	1	0.8490792
CheckAMG (kept)	Viromes	1	0.8495789
CheckAMG (kept)	Viromes	1	0.8500787
CheckAMG (kept)	Viromes	1	0.8505784
CheckAMG (kept)	Viromes	1	0.8510782
CheckAMG (kept)	Viromes	1	0.85157794
CheckAMG (kept)	Viromes	1	0.85207766
CheckAMG (kept)	Viromes	1	0.85257745
CheckAMG (kept)	Viromes	1	0.8530772
CheckAMG (kept)	Viromes	1	0.85357696
CheckAMG (kept)	Viromes	1	0.8540767
CheckAMG (kept)	Viromes	1	0.85457647
CheckAMG (kept)	Viromes	1	0.8550762
CheckAMG (kept)	Viromes	1	0.855576
CheckAMG (kept)	Viromes	1	0.8560757
CheckAMG (kept)	Viromes	1	0.8565754
CheckAMG (kept)	Viromes	1	0.8570752
CheckAMG (kept)	Viromes	1	0.85757494
CheckAMG (kept)	Viromes	1	0.8580747
CheckAMG (kept)	Viromes	1	0.85857445
CheckAMG (kept)	Viromes	1	0.85907423
CheckAMG (kept)	Viromes	1	0.85957396
CheckAMG (kept)	Viromes	1	0.86007375
CheckAMG (kept)	Viromes	1	0.8605735
CheckAMG (kept)	Viromes	1	0.8610732
CheckAMG (kept)	Viromes	1	0.861573
CheckAMG (kept)	Viromes	1	0.8620727
CheckAMG (kept)	Viromes	1	0.8625725
CheckAMG (kept)	Viromes	1	0.8630722
CheckAMG (kept)	Viromes	1	0.863572
CheckAMG (kept)	Viromes	1	0.8640717
CheckAMG (kept)	Viromes	1	0.8645715
CheckAMG (kept)	Viromes	1	0.86507124
CheckAMG (kept)	Viromes	1	0.865571
CheckAMG (kept)	Viromes	1	0.86607075
CheckAMG (kept)	Viromes	1	0.8665705
CheckAMG (kept)	Viromes	1	0.86707026
CheckAMG (kept)	Viromes	1	0.86757
CheckAMG (kept)	Viromes	1	0.86806977
CheckAMG (kept)	Viromes	1	0.8685695
CheckAMG (kept)	Viromes	1	0.8690693
CheckAMG (kept)	Viromes	1	0.869569
CheckAMG (kept)	Viromes	1	0.8700688
CheckAMG (kept)	Viromes	1	0.8705685
CheckAMG (kept)	Viromes	1	0.87106824
CheckAMG (kept)	Viromes	1	0.871568
CheckAMG (kept)	Viromes	1	0.87206775
CheckAMG (kept)	Viromes	1	0.87256753
CheckAMG (kept)	Viromes	1	0.87306726
CheckAMG (kept)	Viromes	1	0.87356704
CheckAMG (kept)	Viromes	1	0.87406677
CheckAMG (kept)	Viromes	1	0.87456656
CheckAMG (kept)	Viromes	1	0.8750663
CheckAMG (kept)	Viromes	1	0.875566
CheckAMG (kept)	Viromes	1	0.8760658
CheckAMG (kept)	Viromes	1	0.8765655
CheckAMG (kept)	Viromes	1	0.8770653
CheckAMG (kept)	Viromes	1	0.877565
CheckAMG (kept)	Viromes	1	0.8780648
CheckAMG (kept)	Viromes	1	0.87856454
CheckAMG (kept)	Viromes	1	0.8790643
CheckAMG (kept)	Viromes	1	0.87956405
CheckAMG (kept)	Viromes	1	0.88006383
CheckAMG (kept)	Viromes	1	0.88056356
CheckAMG (kept)	Viromes	1	0.8810633
CheckAMG (kept)	Viromes	1	0.88156307
CheckAMG (kept)	Viromes	1	0.8820628
CheckAMG (kept)	Viromes	1	0.8825626
CheckAMG (kept)	Viromes	1	0.8830623
CheckAMG (kept)	Viromes	1	0.8835621
CheckAMG (kept)	Viromes	1	0.8840618
CheckAMG (kept)	Viromes	1	0.8845616
CheckAMG (kept)	Viromes	1	0.8850613
CheckAMG (kept)	Viromes	1	0.88556105
CheckAMG (kept)	Viromes	1	0.88606083
CheckAMG (kept)	Viromes	1	0.88656056
CheckAMG (kept)	Viromes	1	0.88706034
CheckAMG (kept)	Viromes	1	0.88756007
CheckAMG (kept)	Viromes	1	0.88805985
CheckAMG (kept)	Viromes	1	0.8885596
CheckAMG (kept)	Viromes	1	0.88905936
CheckAMG (kept)	Viromes	1	0.8895591
CheckAMG (kept)	Viromes	1	0.8900588
CheckAMG (kept)	Viromes	1	0.8905586
CheckAMG (kept)	Viromes	1	0.8910583
CheckAMG (kept)	Viromes	1	0.8915581
CheckAMG (kept)	Viromes	1	0.89205784
CheckAMG (kept)	Viromes	1	0.8925576
CheckAMG (kept)	Viromes	1	0.89305735
CheckAMG (kept)	Viromes	1	0.89355713
CheckAMG (kept)	Viromes	1	0.89405686
CheckAMG (kept)	Viromes	1	0.89455664
CheckAMG (kept)	Viromes	1	0.89505637
CheckAMG (kept)	Viromes	1	0.8955561
CheckAMG (kept)	Viromes	1	0.8960559
CheckAMG (kept)	Viromes	1	0.8965556
CheckAMG (kept)	Viromes	1	0.8970554
CheckAMG (kept)	Viromes	1	0.8975551
CheckAMG (kept)	Viromes	1	0.8980549
CheckAMG (kept)	Viromes	1	0.8985546
CheckAMG (kept)	Viromes	1	0.8990544
CheckAMG (kept)	Viromes	1	0.89955413
CheckAMG (kept)	Viromes	1	0.90005386
CheckAMG (kept)	Viromes	1	0.90055364
CheckAMG (kept)	Viromes	1	0.90105337
CheckAMG (kept)	Viromes	1	0.90155315
CheckAMG (kept)	Viromes	1	0.9020529
CheckAMG (kept)	Viromes	1	0.90255266
CheckAMG (kept)	Viromes	1	0.9030524
CheckAMG (kept)	Viromes	1	0.9035522
CheckAMG (kept)	Viromes	1	0.9040519
CheckAMG (kept)	Viromes	1	0.9045516
CheckAMG (kept)	Viromes	1	0.9050514
CheckAMG (kept)	Viromes	1	0.90555114
CheckAMG (kept)	Viromes	1	0.9060509
CheckAMG (kept)	Viromes	1	0.90655065
CheckAMG (kept)	Viromes	1	0.90705043
CheckAMG (kept)	Viromes	1	0.90755016
CheckAMG (kept)	Viromes	1	0.90804994
CheckAMG (kept)	Viromes	1	0.90854967
CheckAMG (kept)	Viromes	1	0.90904945
CheckAMG (kept)	Viromes	1	0.9095492
CheckAMG (kept)	Viromes	1	0.9100489
CheckAMG (kept)	Viromes	1	0.9105487
CheckAMG (kept)	Viromes	1	0.9110484
CheckAMG (kept)	Viromes	1	0.9115482
CheckAMG (kept)	Viromes	1	0.9120479
CheckAMG (kept)	Viromes	1	0.9125477
CheckAMG (kept)	Viromes	1	0.91304743
CheckAMG (kept)	Viromes	1	0.9135472
CheckAMG (kept)	Viromes	1	0.91404694
CheckAMG (kept)	Viromes	1	0.91454667
CheckAMG (kept)	Viromes	1	0.91504645
CheckAMG (kept)	Viromes	1	0.9155462
CheckAMG (kept)	Viromes	1	0.91604596
CheckAMG (kept)	Viromes	1	0.9165457
CheckAMG (kept)	Viromes	1	0.9170455
CheckAMG (kept)	Viromes	1	0.9175452
CheckAMG (kept)	Viromes	1	0.918045
CheckAMG (kept)	Viromes	1	0.9185447
CheckAMG (kept)	Viromes	1	0.91904444
CheckAMG (kept)	Viromes	1	0.9195442
CheckAMG (kept)	Viromes	1	0.92004395
CheckAMG (kept)	Viromes	1	0.92054373
CheckAMG (kept)	Viromes	1	0.92104346
CheckAMG (kept)	Viromes	1	0.92154324
CheckAMG (kept)	Viromes	1	0.92204297
CheckAMG (kept)	Viromes	1	0.92254275
CheckAMG (kept)	Viromes	1	0.9230425
CheckAMG (kept)	Viromes	1	0.92354226
CheckAMG (kept)	Viromes	1	0.924042
CheckAMG (kept)	Viromes	1	0.9245417
CheckAMG (kept)	Viromes	1	0.9250415
CheckAMG (kept)	Viromes	1	0.9255412
CheckAMG (kept)	Viromes	1	0.926041
CheckAMG (kept)	Viromes	1	0.92654073
CheckAMG (kept)	Viromes	1	0.9270405
CheckAMG (kept)	Viromes	1	0.92754024
CheckAMG (kept)	Viromes	1	0.92804
CheckAMG (kept)	Viromes	1	0.92853975
CheckAMG (kept)	Viromes	1	0.9290395
CheckAMG (kept)	Viromes	1	0.92953926
CheckAMG (kept)	Viromes	1	0.930039
CheckAMG (kept)	Viromes	1	0.9305388
CheckAMG (kept)	Viromes	1	0.9310385
CheckAMG (kept)	Viromes	1	0.9315383
CheckAMG (kept)	Viromes	1	0.932038
CheckAMG (kept)	Viromes	1	0.9325378
CheckAMG (kept)	Viromes	1	0.9330375
CheckAMG (kept)	Viromes	1	0.93353724
CheckAMG (kept)	Viromes	1	0.934037
CheckAMG (kept)	Viromes	1	0.93453676
CheckAMG (kept)	Viromes	1	0.93503654
CheckAMG (kept)	Viromes	1	0.93553627
CheckAMG (kept)	Viromes	1	0.93603605
CheckAMG (kept)	Viromes	1	0.9365358
CheckAMG (kept)	Viromes	1	0.93703556
CheckAMG (kept)	Viromes	1	0.9375353
CheckAMG (kept)	Viromes	1	0.9380351
CheckAMG (kept)	Viromes	1	0.9385348
CheckAMG (kept)	Viromes	1	0.9390345
CheckAMG (kept)	Viromes	1	0.9395343
CheckAMG (kept)	Viromes	1	0.94003403
CheckAMG (kept)	Viromes	1	0.9405338
CheckAMG (kept)	Viromes	1	0.94103354
CheckAMG (kept)	Viromes	1	0.9415333
CheckAMG (kept)	Viromes	1	0.94203305
CheckAMG (kept)	Viromes	1	0.94253284
CheckAMG (kept)	Viromes	1	0.94303256
CheckAMG (kept)	Viromes	1	0.9435323
CheckAMG (kept)	Viromes	1	0.9440321
CheckAMG (kept)	Viromes	1	0.9445318
CheckAMG (kept)	Viromes	1	0.9450316
CheckAMG (kept)	Viromes	1	0.9455313
CheckAMG (kept)	Viromes	1	0.9460311
CheckAMG (kept)	Viromes	1	0.9465308
CheckAMG (kept)	Viromes	1	0.9470306
CheckAMG (kept)	Viromes	1	0.9475303
CheckAMG (kept)	Viromes	1	0.94803005
CheckAMG (kept)	Viromes	1	0.94852984
CheckAMG (kept)	Viromes	1	0.94902956
CheckAMG (kept)	Viromes	1	0.94952935
CheckAMG (kept)	Viromes	1	0.9500291
CheckAMG (kept)	Viromes	1	0.95052886
CheckAMG (kept)	Viromes	1	0.9510286
CheckAMG (kept)	Viromes	1	0.9515284
CheckAMG (kept)	Viromes	1	0.9520281
CheckAMG (kept)	Viromes	1	0.9525279
CheckAMG (kept)	Viromes	1	0.9530276
CheckAMG (kept)	Viromes	1	0.95352733
CheckAMG (kept)	Viromes	1	0.9540271
CheckAMG (kept)	Viromes	1	0.95452684
CheckAMG (kept)	Viromes	1	0.9550266
CheckAMG (kept)	Viromes	1	0.95552635
CheckAMG (kept)	Viromes	1	0.95602614
CheckAMG (kept)	Viromes	1	0.95652586
CheckAMG (kept)	Viromes	1	0.95702565
CheckAMG (kept)	Viromes	1	0.9575254
CheckAMG (kept)	Viromes	1	0.9580251
CheckAMG (kept)	Viromes	1	0.9585249
CheckAMG (kept)	Viromes	1	0.9590246
CheckAMG (kept)	Viromes	1	0.9595244
CheckAMG (kept)	Viromes	1	0.9600241
CheckAMG (kept)	Viromes	1	0.9605239
CheckAMG (kept)	Viromes	1	0.9610236
CheckAMG (kept)	Viromes	1	0.9615234
CheckAMG (kept)	Viromes	1	0.96202314
CheckAMG (kept)	Viromes	1	0.96252286
CheckAMG (kept)	Viromes	1	0.96302265
CheckAMG (kept)	Viromes	1	0.9635224
CheckAMG (kept)	Viromes	1	0.96402216
CheckAMG (kept)	Viromes	1	0.9645219
CheckAMG (kept)	Viromes	1	0.96502167
CheckAMG (kept)	Viromes	1	0.9655214
CheckAMG (kept)	Viromes	1	0.9660212
CheckAMG (kept)	Viromes	1	0.9665209
CheckAMG (kept)	Viromes	1	0.9670207
CheckAMG (kept)	Viromes	1	0.9675204
CheckAMG (kept)	Viromes	1	0.96802014
CheckAMG (kept)	Viromes	1	0.9685199
CheckAMG (kept)	Viromes	1	0.96901965
CheckAMG (kept)	Viromes	1	0.96951944
CheckAMG (kept)	Viromes	1	0.97001916
CheckAMG (kept)	Viromes	1	0.97051895
CheckAMG (kept)	Viromes	1	0.9710187
CheckAMG (kept)	Viromes	1	0.97151846
CheckAMG (kept)	Viromes	1	0.9720182
CheckAMG (kept)	Viromes	1	0.9725179
CheckAMG (kept)	Viromes	1	0.9730177
CheckAMG (kept)	Viromes	1	0.9735174
CheckAMG (kept)	Viromes	1	0.9740172
CheckAMG (kept)	Viromes	1	0.9745169
CheckAMG (kept)	Viromes	1	0.9750167
CheckAMG (kept)	Viromes	1	0.97551644
CheckAMG (kept)	Viromes	2	0.9760162
CheckAMG (kept)	Viromes	2	0.97651595
CheckAMG (kept)	Viromes	2	0.9770157
CheckAMG (kept)	Viromes	2	0.97751546
CheckAMG (kept)	Viromes	2	0.9780152
CheckAMG (kept)	Viromes	2	0.97851497
CheckAMG (kept)	Viromes	2	0.9790147
CheckAMG (kept)	Viromes	2	0.9795145
CheckAMG (kept)	Viromes	2	0.9800142
CheckAMG (kept)	Viromes	2	0.980514
CheckAMG (kept)	Viromes	2	0.9810137
CheckAMG (kept)	Viromes	2	0.9815135
CheckAMG (kept)	Viromes	2	0.9820132
CheckAMG (kept)	Viromes	2	0.98251295
CheckAMG (kept)	Viromes	2	0.98301274
CheckAMG (kept)	Viromes	2	0.98351246
CheckAMG (kept)	Viromes	2	0.98401225
CheckAMG (kept)	Viromes	2	0.984512
CheckAMG (kept)	Viromes	2	0.98501176
CheckAMG (kept)	Viromes	2	0.9855115
CheckAMG (kept)	Viromes	2	0.98601127
CheckAMG (kept)	Viromes	2	0.986511
CheckAMG (kept)	Viromes	2	0.9870107
CheckAMG (kept)	Viromes	2	0.9875105
CheckAMG (kept)	Viromes	2	0.9880102
CheckAMG (kept)	Viromes	2	0.98851
CheckAMG (kept)	Viromes	2	0.98900974
CheckAMG (kept)	Viromes	2	0.9895095
CheckAMG (kept)	Viromes	2	0.99000925
CheckAMG (kept)	Viromes	2	0.99050903
CheckAMG (kept)	Viromes	2	0.99100876
CheckAMG (kept)	Viromes	2	0.9915085
CheckAMG (kept)	Viromes	2	0.99200827
CheckAMG (kept)	Viromes	2	0.992508
CheckAMG (kept)	Viromes	2	0.9930078
CheckAMG (kept)	Viromes	2	0.9935075
CheckAMG (kept)	Viromes	2	0.9940073
CheckAMG (kept)	Viromes	2	0.994507
CheckAMG (kept)	Viromes	2	0.9950068
CheckAMG (kept)	Viromes	2	0.9955065
CheckAMG (kept)	Viromes	2	0.9960063
CheckAMG (kept)	Viromes	2	0.99650604
CheckAMG (kept)	Viromes	3	0.99700576
CheckAMG (kept)	Viromes	3	0.99750555
CheckAMG (kept)	Viromes	3	0.9980053
CheckAMG (kept)	Viromes	3	0.99850506
CheckAMG (kept)	Viromes	3	0.9990048
CheckAMG (kept)	Viromes	4	0.99950457
CheckAMG (kept)	Viral genomes	0	0.000004977774
CheckAMG (kept)	Viral genomes	0	0.0005027552
CheckAMG (kept)	Viral genomes	0	0.0010005326
CheckAMG (kept)	Viral genomes	0	0.00149831
CheckAMG (kept)	Viral genomes	0	0.0019960874
CheckAMG (kept)	Viral genomes	0	0.0024938649
CheckAMG (kept)	Viral genomes	0	0.0029916423
CheckAMG (kept)	Viral genomes	0	0.0034894198
CheckAMG (kept)	Viral genomes	0	0.0039871973
CheckAMG (kept)	Viral genomes	0	0.004484975
CheckAMG (kept)	Viral genomes	0	0.004982752
CheckAMG (kept)	Viral genomes	0	0.0054805293
CheckAMG (kept)	Viral genomes	0	0.0059783068
CheckAMG (kept)	Viral genomes	0	0.0064760842
CheckAMG (kept)	Viral genomes	0	0.0069738617
CheckAMG (kept)	Viral genomes	0	0.007471639
CheckAMG (kept)	Viral genomes	0	0.007969417
CheckAMG (kept)	Viral genomes	0	0.008467194
CheckAMG (kept)	Viral genomes	0	0.008964972
CheckAMG (kept)	Viral genomes	0	0.009462749
CheckAMG (kept)	Viral genomes	0	0.009960527
CheckAMG (kept)	Viral genomes	0	0.010458304
CheckAMG (kept)	Viral genomes	0	0.010956082
CheckAMG (kept)	Viral genomes	0	0.011453859
CheckAMG (kept)	Viral genomes	0	0.011951636
CheckAMG (kept)	Viral genomes	0	0.012449414
CheckAMG (kept)	Viral genomes	0	0.012947191
CheckAMG (kept)	Viral genomes	0	0.0134449685
CheckAMG (kept)	Viral genomes	0	0.0139427455
CheckAMG (kept)	Viral genomes	0	0.014440523
CheckAMG (kept)	Viral genomes	0	0.0149383005
CheckAMG (kept)	Viral genomes	0	0.0154360775
CheckAMG (kept)	Viral genomes	0	0.015933855
CheckAMG (kept)	Viral genomes	0	0.016431633
CheckAMG (kept)	Viral genomes	0	0.01692941
CheckAMG (kept)	Viral genomes	0	0.017427187
CheckAMG (kept)	Viral genomes	0	0.017924964
CheckAMG (kept)	Viral genomes	0	0.018422743
CheckAMG (kept)	Viral genomes	0	0.01892052
CheckAMG (kept)	Viral genomes	0	0.019418297
CheckAMG (kept)	Viral genomes	0	0.019916074
CheckAMG (kept)	Viral genomes	0	0.020413851
CheckAMG (kept)	Viral genomes	0	0.02091163
CheckAMG (kept)	Viral genomes	0	0.021409407
CheckAMG (kept)	Viral genomes	0	0.021907184
CheckAMG (kept)	Viral genomes	0	0.022404961
CheckAMG (kept)	Viral genomes	0	0.02290274
CheckAMG (kept)	Viral genomes	0	0.023400517
CheckAMG (kept)	Viral genomes	0	0.023898294
CheckAMG (kept)	Viral genomes	0	0.024396071
CheckAMG (kept)	Viral genomes	0	0.024893848
CheckAMG (kept)	Viral genomes	0	0.025391627
CheckAMG (kept)	Viral genomes	0	0.025889404
CheckAMG (kept)	Viral genomes	0	0.026387181
CheckAMG (kept)	Viral genomes	0	0.026884958
CheckAMG (kept)	Viral genomes	0	0.027382735
CheckAMG (kept)	Viral genomes	0	0.027880514
CheckAMG (kept)	Viral genomes	0	0.028378291
CheckAMG (kept)	Viral genomes	0	0.028876068
CheckAMG (kept)	Viral genomes	0	0.029373845
CheckAMG (kept)	Viral genomes	0	0.029871624
CheckAMG (kept)	Viral genomes	0	0.030369401
CheckAMG (kept)	Viral genomes	0	0.030867178
CheckAMG (kept)	Viral genomes	0	0.031364955
CheckAMG (kept)	Viral genomes	0	0.031862732
CheckAMG (kept)	Viral genomes	0	0.03236051
CheckAMG (kept)	Viral genomes	0	0.032858286
CheckAMG (kept)	Viral genomes	0	0.033356067
CheckAMG (kept)	Viral genomes	0	0.033853844
CheckAMG (kept)	Viral genomes	0	0.03435162
CheckAMG (kept)	Viral genomes	0	0.034849398
CheckAMG (kept)	Viral genomes	0	0.035347175
CheckAMG (kept)	Viral genomes	0	0.035844952
CheckAMG (kept)	Viral genomes	0	0.03634273
CheckAMG (kept)	Viral genomes	0	0.036840506
CheckAMG (kept)	Viral genomes	0	0.037338283
CheckAMG (kept)	Viral genomes	0	0.037836064
CheckAMG (kept)	Viral genomes	0	0.03833384
CheckAMG (kept)	Viral genomes	0	0.038831618
CheckAMG (kept)	Viral genomes	0	0.039329395
CheckAMG (kept)	Viral genomes	0	0.03982717
CheckAMG (kept)	Viral genomes	0	0.04032495
CheckAMG (kept)	Viral genomes	0	0.040822726
CheckAMG (kept)	Viral genomes	0	0.041320503
CheckAMG (kept)	Viral genomes	0	0.04181828
CheckAMG (kept)	Viral genomes	0	0.04231606
CheckAMG (kept)	Viral genomes	0	0.042813838
CheckAMG (kept)	Viral genomes	0	0.043311615
CheckAMG (kept)	Viral genomes	0	0.04380939
CheckAMG (kept)	Viral genomes	0	0.04430717
CheckAMG (kept)	Viral genomes	0	0.044804946
CheckAMG (kept)	Viral genomes	0	0.045302723
CheckAMG (kept)	Viral genomes	0	0.0458005
CheckAMG (kept)	Viral genomes	0	0.046298277
CheckAMG (kept)	Viral genomes	0	0.046796057
CheckAMG (kept)	Viral genomes	0	0.047293834
CheckAMG (kept)	Viral genomes	0	0.04779161
CheckAMG (kept)	Viral genomes	0	0.04828939
CheckAMG (kept)	Viral genomes	0	0.048787165
CheckAMG (kept)	Viral genomes	0	0.049284942
CheckAMG (kept)	Viral genomes	0	0.04978272
CheckAMG (kept)	Viral genomes	0	0.050280496
CheckAMG (kept)	Viral genomes	0	0.050778273
CheckAMG (kept)	Viral genomes	0	0.051276054
CheckAMG (kept)	Viral genomes	0	0.05177383
CheckAMG (kept)	Viral genomes	0	0.05227161
CheckAMG (kept)	Viral genomes	0	0.052769385
CheckAMG (kept)	Viral genomes	0	0.053267162
CheckAMG (kept)	Viral genomes	0	0.05376494
CheckAMG (kept)	Viral genomes	0	0.054262716
CheckAMG (kept)	Viral genomes	0	0.054760493
CheckAMG (kept)	Viral genomes	0	0.05525827
CheckAMG (kept)	Viral genomes	0	0.05575605
CheckAMG (kept)	Viral genomes	0	0.056253828
CheckAMG (kept)	Viral genomes	0	0.056751605
CheckAMG (kept)	Viral genomes	0	0.057249382
CheckAMG (kept)	Viral genomes	0	0.05774716
CheckAMG (kept)	Viral genomes	0	0.058244936
CheckAMG (kept)	Viral genomes	0	0.058742713
CheckAMG (kept)	Viral genomes	0	0.05924049
CheckAMG (kept)	Viral genomes	0	0.059738267
CheckAMG (kept)	Viral genomes	0	0.060236044
CheckAMG (kept)	Viral genomes	0	0.060733825
CheckAMG (kept)	Viral genomes	0	0.061231602
CheckAMG (kept)	Viral genomes	0	0.06172938
CheckAMG (kept)	Viral genomes	0	0.062227156
CheckAMG (kept)	Viral genomes	0	0.06272493
CheckAMG (kept)	Viral genomes	0	0.063222714
CheckAMG (kept)	Viral genomes	0	0.06372049
CheckAMG (kept)	Viral genomes	0	0.06421827
CheckAMG (kept)	Viral genomes	0	0.06471604
CheckAMG (kept)	Viral genomes	0	0.06521382
CheckAMG (kept)	Viral genomes	0	0.065711595
CheckAMG (kept)	Viral genomes	0	0.066209376
CheckAMG (kept)	Viral genomes	0	0.06670715
CheckAMG (kept)	Viral genomes	0	0.06720493
CheckAMG (kept)	Viral genomes	0	0.06770271
CheckAMG (kept)	Viral genomes	0	0.068200484
CheckAMG (kept)	Viral genomes	0	0.068698265
CheckAMG (kept)	Viral genomes	0	0.06919604
CheckAMG (kept)	Viral genomes	0	0.06969382
CheckAMG (kept)	Viral genomes	0	0.07019159
CheckAMG (kept)	Viral genomes	0	0.07068937
CheckAMG (kept)	Viral genomes	0	0.071187146
CheckAMG (kept)	Viral genomes	0	0.07168493
CheckAMG (kept)	Viral genomes	0	0.07218271
CheckAMG (kept)	Viral genomes	0	0.07268048
CheckAMG (kept)	Viral genomes	0	0.07317826
CheckAMG (kept)	Viral genomes	0	0.073676035
CheckAMG (kept)	Viral genomes	0	0.074173816
CheckAMG (kept)	Viral genomes	0	0.07467159
CheckAMG (kept)	Viral genomes	0	0.07516937
CheckAMG (kept)	Viral genomes	0	0.07566714
CheckAMG (kept)	Viral genomes	0	0.07616492
CheckAMG (kept)	Viral genomes	0	0.076662704
CheckAMG (kept)	Viral genomes	0	0.07716048
CheckAMG (kept)	Viral genomes	0	0.07765826
CheckAMG (kept)	Viral genomes	0	0.07815603
CheckAMG (kept)	Viral genomes	0	0.07865381
CheckAMG (kept)	Viral genomes	0	0.079151586
CheckAMG (kept)	Viral genomes	0	0.07964937
CheckAMG (kept)	Viral genomes	0	0.08014714
CheckAMG (kept)	Viral genomes	0	0.08064492
CheckAMG (kept)	Viral genomes	0	0.0811427
CheckAMG (kept)	Viral genomes	0	0.081640474
CheckAMG (kept)	Viral genomes	0	0.082138255
CheckAMG (kept)	Viral genomes	0	0.08263603
CheckAMG (kept)	Viral genomes	0	0.08313381
CheckAMG (kept)	Viral genomes	0	0.08363158
CheckAMG (kept)	Viral genomes	0	0.08412936
CheckAMG (kept)	Viral genomes	0	0.08462714
CheckAMG (kept)	Viral genomes	0	0.08512492
CheckAMG (kept)	Viral genomes	0	0.0856227
CheckAMG (kept)	Viral genomes	0	0.08612047
CheckAMG (kept)	Viral genomes	0	0.08661825
CheckAMG (kept)	Viral genomes	0	0.087116025
CheckAMG (kept)	Viral genomes	0	0.087613806
CheckAMG (kept)	Viral genomes	0	0.08811158
CheckAMG (kept)	Viral genomes	0	0.08860936
CheckAMG (kept)	Viral genomes	0	0.08910713
CheckAMG (kept)	Viral genomes	0	0.089604914
CheckAMG (kept)	Viral genomes	0	0.090102695
CheckAMG (kept)	Viral genomes	0	0.09060047
CheckAMG (kept)	Viral genomes	0	0.09109825
CheckAMG (kept)	Viral genomes	0	0.09159602
CheckAMG (kept)	Viral genomes	0	0.0920938
CheckAMG (kept)	Viral genomes	0	0.09259158
CheckAMG (kept)	Viral genomes	0	0.09308936
CheckAMG (kept)	Viral genomes	0	0.09358713
CheckAMG (kept)	Viral genomes	0	0.09408491
CheckAMG (kept)	Viral genomes	0	0.09458269
CheckAMG (kept)	Viral genomes	0	0.095080465
CheckAMG (kept)	Viral genomes	0	0.095578246
CheckAMG (kept)	Viral genomes	0	0.09607602
CheckAMG (kept)	Viral genomes	0	0.0965738
CheckAMG (kept)	Viral genomes	0	0.09707157
CheckAMG (kept)	Viral genomes	0	0.097569354
CheckAMG (kept)	Viral genomes	0	0.09806713
CheckAMG (kept)	Viral genomes	0	0.09856491
CheckAMG (kept)	Viral genomes	0	0.09906269
CheckAMG (kept)	Viral genomes	0	0.09956046
CheckAMG (kept)	Viral genomes	0	0.10005824
CheckAMG (kept)	Viral genomes	0	0.100556016
CheckAMG (kept)	Viral genomes	0	0.1010538
CheckAMG (kept)	Viral genomes	0	0.10155157
CheckAMG (kept)	Viral genomes	0	0.10204935
CheckAMG (kept)	Viral genomes	0	0.102547124
CheckAMG (kept)	Viral genomes	0	0.103044905
CheckAMG (kept)	Viral genomes	0	0.103542686
CheckAMG (kept)	Viral genomes	0	0.10404046
CheckAMG (kept)	Viral genomes	0	0.10453824
CheckAMG (kept)	Viral genomes	0	0.10503601
CheckAMG (kept)	Viral genomes	0	0.10553379
CheckAMG (kept)	Viral genomes	0	0.10603157
CheckAMG (kept)	Viral genomes	0	0.10652935
CheckAMG (kept)	Viral genomes	0	0.10702712
CheckAMG (kept)	Viral genomes	0	0.1075249
CheckAMG (kept)	Viral genomes	0	0.10802268
CheckAMG (kept)	Viral genomes	0	0.108520456
CheckAMG (kept)	Viral genomes	0	0.10901824
CheckAMG (kept)	Viral genomes	0	0.10951601
CheckAMG (kept)	Viral genomes	0	0.11001379
CheckAMG (kept)	Viral genomes	0	0.11051156
CheckAMG (kept)	Viral genomes	0	0.111009344
CheckAMG (kept)	Viral genomes	0	0.11150712
CheckAMG (kept)	Viral genomes	0	0.1120049
CheckAMG (kept)	Viral genomes	0	0.11250268
CheckAMG (kept)	Viral genomes	0	0.11300045
CheckAMG (kept)	Viral genomes	0	0.11349823
CheckAMG (kept)	Viral genomes	0	0.11399601
CheckAMG (kept)	Viral genomes	0	0.11449379
CheckAMG (kept)	Viral genomes	0	0.11499156
CheckAMG (kept)	Viral genomes	0	0.11548934
CheckAMG (kept)	Viral genomes	0	0.115987115
CheckAMG (kept)	Viral genomes	0	0.116484895
CheckAMG (kept)	Viral genomes	0	0.116982676
CheckAMG (kept)	Viral genomes	0	0.11748045
CheckAMG (kept)	Viral genomes	0	0.11797823
CheckAMG (kept)	Viral genomes	0	0.118476
CheckAMG (kept)	Viral genomes	0	0.118973784
CheckAMG (kept)	Viral genomes	0	0.11947156
CheckAMG (kept)	Viral genomes	0	0.11996934
CheckAMG (kept)	Viral genomes	0	0.12046711
CheckAMG (kept)	Viral genomes	0	0.12096489
CheckAMG (kept)	Viral genomes	0	0.121462665
CheckAMG (kept)	Viral genomes	0	0.121960446
CheckAMG (kept)	Viral genomes	0	0.12245823
CheckAMG (kept)	Viral genomes	0	0.122956
CheckAMG (kept)	Viral genomes	0	0.12345378
CheckAMG (kept)	Viral genomes	0	0.123951554
CheckAMG (kept)	Viral genomes	0	0.124449335
CheckAMG (kept)	Viral genomes	0	0.12494711
CheckAMG (kept)	Viral genomes	0	0.12544489
CheckAMG (kept)	Viral genomes	0	0.12594266
