id	db	name	category_L1	category_L2	category_L3
PF10379.15	Pfam	Virulence protein nec1	Virulence & host interaction	Virulence factor	
PF10498.15	Pfam	Intra-flagellar transport protein 57	Motility & cell-surface dynamics	Flagellar assembly / function	
PF10530.15	Pfam	Toxin with inhibitor cystine knot ICK or Knottin scaffold	Toxin-antitoxin systems	Toxin	
PF10550.15	Pfam	Conantokin toxin	Toxin-antitoxin systems	Toxin	
PF10614.15	Pfam	Type VIII secretion system (T8SS), CsgF protein	Secretion & extracellular processes	Secretion system	
PF10625.15	Pfam	Universal stress protein B (UspB)	Stress response & homeostasis	General stress response	
PF10646.15	Pfam	Sporulation and spore germination	Sporulation & developmental	Sporulation	
PF10661.15	Pfam	WXG100 protein secretion system (Wss), protein EssA	Secretion & extracellular processes	Secretion system	
PF10671.15	Pfam	Toxin co-regulated pilus biosynthesis protein Q	Toxin-antitoxin systems	Toxin	
PF10684.15	Pfam	Putative biofilm-dependent modulation protein	Motility & cell-surface dynamics	Biofilm formation / dispersal	
PF10685.15	Pfam	Stress-induced bacterial acidophilic repeat motif	Stress response & homeostasis	General stress response	
PF10741.15	Pfam	Type II secretion system (T2SS), protein M subtype b	Secretion & extracellular processes	Secretion system	
PF10747.15	Pfam	Sporulation inhibitor of replication protein SirA	Sporulation & developmental	Sporulation	
PF10753.16	Pfam	Toxin GhoT_OrtT	Toxin-antitoxin systems	Toxin	
PF10766.15	Pfam	Multidrug efflux pump-associated protein AcrZ	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF10798.15	Pfam	Biofilm development protein YmgB/AriR	Motility & cell-surface dynamics	Biofilm formation / dispersal	
PF10799.13	Pfam	Biofilm formation protein (YliH/bssR)	Motility & cell-surface dynamics	Biofilm formation / dispersal	
PF10824.15	Pfam	Excreted virulence factor EspC, type VII ESX diderm	Virulence & host interaction	Virulence factor	
PF10899.14	Pfam	Putative abortive phage resistance protein AbiGi, antitoxin	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF10899.14	Pfam	Putative abortive phage resistance protein AbiGi, antitoxin	Toxin-antitoxin systems	Antitoxin	
PF10899.14	Pfam	Putative abortive phage resistance protein AbiGi, antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF10957.14	Pfam	Sporulation protein Cse60	Sporulation & developmental	Sporulation	
PF11036.13	Pfam	Virulence promoting factor	Virulence & host interaction	Virulence factor	
PF11058.13	Pfam	Antirestriction protein Ral	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF11160.14	Pfam	Hypervirulence associated proteins TUDOR domain	Virulence & host interaction	Virulence factor	
PF11181.14	Pfam	Heat induced stress protein YflT domain	Stress response & homeostasis	General stress response	
PF11195.15	Pfam	Thoeris anti-defense 2-like domain	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF11202.15	Pfam	Tellurite-like stress resistance cysteine protease StiP	Stress response & homeostasis	General stress response	
PF11203.14	Pfam	Putative type VII ESX secretion system translocon, EccE	Secretion & extracellular processes	Secretion system	
PF11319.14	Pfam	Type VI secretion system VasI, EvfG, VC_A0118	Secretion & extracellular processes	Secretion system	
PF11327.14	Pfam	Egh16-like virulence factor	Virulence & host interaction	Virulence factor	
PF11356.15	Pfam	Type II secretion system protein C	Secretion & extracellular processes	Secretion system	
PF11393.15	Pfam	Type-IV b secretion system, inner-membrane complex component	Secretion & extracellular processes	Secretion system	
PF11455.14	Pfam	Antitoxin MazE-like	Toxin-antitoxin systems	Antitoxin	
PF11455.14	Pfam	Antitoxin MazE-like	Toxin-antitoxin systems	Toxin-antitoxin module	
PF11529.15	Pfam	Melampsora lini avirulence protein AvrL567-A	Virulence & host interaction	Virulence factor	
PF11584.14	Pfam	Proteinaceous host-selective toxin ToxA	Toxin-antitoxin systems	Toxin	
PF11612.15	Pfam	Type II secretion system (T2SS), protein J	Secretion & extracellular processes	Secretion system	
PF11663.15	Pfam	Toxin with endonuclease activity, of toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF11751.15	Pfam	Type IX secretion system membrane protein PorP/SprF	Secretion & extracellular processes	Secretion system	
PF11807.14	Pfam	Mycotoxin biosynthesis protein UstYa	Toxin-antitoxin systems	Toxin	
PF11846.15	Pfam	Virulence factor membrane-bound polymerase, C-terminal	Virulence & host interaction	Virulence factor	
PF11903.15	Pfam	ParD-like antitoxin of type II bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF11927.15	Pfam	Haem-dependent oxidative N-demethylase, alpha subunit-like	Stress response & homeostasis	Oxidative-stress response	
PF12116.15	Pfam	Stage III sporulation protein D	Sporulation & developmental	Sporulation	
PF12150.15	Pfam	Cytosolic motility protein	Motility & cell-surface dynamics	Motility (other)	
PF12164.14	Pfam	Stage V sporulation protein AA	Sporulation & developmental	Sporulation	
PF12202.15	Pfam	Oxidative-stress-responsive kinase 1 C-terminal domain	Stress response & homeostasis	Oxidative-stress response	
PF12255.14	Pfam	Insecticide toxin TcdB middle/C-terminal region	Toxin-antitoxin systems	Toxin	
PF12256.15	Pfam	Insecticide toxin TcdB middle/N-terminal region	Toxin-antitoxin systems	Toxin	
PF12262.15	Pfam	Bacterial virulence factor lipase N-terminal	Virulence & host interaction	Virulence factor	
PF12293.14	Pfam	Putative outer membrane core complex of type IVb secretion	Secretion & extracellular processes	Secretion system	
PF12317.14	Pfam	Intraflagellar transport complex B protein 46 C terminal	Motility & cell-surface dynamics	Flagellar assembly / function	
PF12441.15	Pfam	CopG antitoxin of type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF12468.15	Pfam	Type III secretion system leucine rich repeat protein	Secretion & extracellular processes	Secretion system	
PF12469.14	Pfam	CRISPR-associated protein Cmr2, N-terminal	Defense & anti-defense systems	CRISPR-Cas system	
PF12486.14	Pfam	Type VI secretion system, EvfB, or VasL	Secretion & extracellular processes	Secretion system	
PF12528.14	Pfam	Type II secretion prepilin peptidase dependent protein C	Secretion & extracellular processes	Secretion system	
PF12563.14	Pfam	Hemolytic toxin N terminal	Toxin-antitoxin systems	Toxin	
PF12585.14	Pfam	Virulence factor CipC-like	Virulence & host interaction	Virulence factor	
PF12608.15	Pfam	Type IVb secretion, IcmS, effector-recruitment	Secretion & extracellular processes	Secretion system	
PF12611.14	Pfam	Putative flagellar	Motility & cell-surface dynamics	Flagellar assembly / function	
PF12703.12	Pfam	Toxin of toxin-antitoxin type 1 system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF12734.13	Pfam	Cysteine-rich TM module stress tolerance	Stress response & homeostasis	General stress response	
PF12790.14	Pfam	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113	Secretion & extracellular processes	Secretion system	
PF12910.14	Pfam	Antitoxin of toxin-antitoxin, RelE / RelB, TA system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF12918.13	Pfam	TcdB toxin N-terminal helical domain	Toxin-antitoxin systems	Toxin	
PF12945.13	Pfam	Flagellar protein YcgR	Motility & cell-surface dynamics	Flagellar assembly / function	
PF13274.12	Pfam	Antitoxin SocA-like, Panacea domain	Toxin-antitoxin systems	Antitoxin	
PF13274.12	Pfam	Antitoxin SocA-like, Panacea domain	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13296.12	Pfam	Putative type VI secretion system Rhs element Vgr	Secretion & extracellular processes	Secretion system	
PF13304.13	Pfam	AAA domain, putative AbiEii toxin, Type IV TA system	Toxin-antitoxin systems	Toxin	
PF13310.12	Pfam	Virulence protein RhuM family	Virulence & host interaction	Virulence factor	
PF13327.12	Pfam	Type III secretion system subunit	Secretion & extracellular processes	Secretion system	
PF13665.12	Pfam	Toxin PAAR-like domain	Toxin-antitoxin systems	Toxin	
PF13753.13	Pfam	Putative flagellar system-associated repeat	Motility & cell-surface dynamics	Flagellar assembly / function	
PF13769.12	Pfam	Virulence factor	Virulence & host interaction	Virulence factor	
PF13782.12	Pfam	Stage V sporulation protein AB	Sporulation & developmental	Sporulation	
PF13939.12	Pfam	Toxin TisB, type I toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13940.13	Pfam	Toxin Ldr, type I toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13955.13	Pfam	Toxin Fst, type I toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13956.12	Pfam	Toxin Ibs, type I toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13957.13	Pfam	Toxin YafO, type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF13958.13	Pfam	Toxin ToxN, type III toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF14013.12	Pfam	MT0933-like antitoxin protein	Toxin-antitoxin systems	Antitoxin	
PF14013.12	Pfam	MT0933-like antitoxin protein	Toxin-antitoxin systems	Toxin-antitoxin module	
PF14021.13	Pfam	Tuberculosis necrotizing toxin	Toxin-antitoxin systems	Toxin	
PF14034.12	Pfam	Sporulation protein YtrH	Sporulation & developmental	Sporulation	
PF14069.12	Pfam	Stage VI sporulation protein F	Sporulation & developmental	Sporulation	
PF14070.12	Pfam	Putative motility protein	Motility & cell-surface dynamics	Motility (other)	
PF14097.12	Pfam	Stage V sporulation protein AE1	Sporulation & developmental	Sporulation	
PF14113.13	Pfam	Type VI secretion system (T6SS), amidase effector protein 4	Secretion & extracellular processes	Secretion system	
PF14122.13	Pfam	YokU-like protein, putative antitoxin	Toxin-antitoxin systems	Antitoxin	
PF14122.13	Pfam	YokU-like protein, putative antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF14147.12	Pfam	Sporulation protein YhaL	Sporulation & developmental	Sporulation	
PF14171.13	Pfam	Toxin SpoIISA, cytoplasmic domain	Toxin-antitoxin systems	Toxin	
PF14185.12	Pfam	Antitoxin SpoIISB, type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF14253.12	Pfam	Bacteriophage abortive infection AbiH	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF14337.14	Pfam	Abortive infection alpha	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF14349.12	Pfam	Motility related/secretion protein	Motility & cell-surface dynamics	Motility (other)	
PF14349.12	Pfam	Motility related/secretion protein	Secretion & extracellular processes	Secretion system	
PF14384.13	Pfam	BrnA antitoxin of type II toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF14449.12	Pfam	Pre-toxin TG	Toxin-antitoxin systems	Toxin	
PF14571.12	Pfam	Stress-induced protein Di19, C-terminal	Stress response & homeostasis	General stress response	
PF14620.13	Pfam	YpeB sporulation, PepSY1 and PepSY2 domains	Sporulation & developmental	Sporulation	
PF14682.13	Pfam	Sporulation initiation phospho-transferase B, C-terminal	Sporulation & developmental	Sporulation	
PF14769.12	Pfam	Flagellar C1a complex subunit C1a-32	Motility & cell-surface dynamics	Flagellar assembly / function	
PF14866.13	Pfam	Long chain scorpion toxin, cysteine-stabilized alpha/beta domain	Toxin-antitoxin systems	Toxin	
PF14874.13	Pfam	Flagellar-associated PapD-like	Motility & cell-surface dynamics	Flagellar assembly / function	
PF14931.12	Pfam	Intraflagellar transport complex B, subunit 20	Motility & cell-surface dynamics	Flagellar assembly / function	
PF15284.12	Pfam	Phage-encoded virulence factor	Virulence & host interaction	Virulence factor	
PF15305.12	Pfam	Intraflagellar transport protein 43	Motility & cell-surface dynamics	Flagellar assembly / function	
PF15339.12	Pfam	Acrosome formation-associated factor	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF15407.13	Pfam	Sporulation protein family 7	Sporulation & developmental	Sporulation	
PF15500.11	Pfam	Putative RNase-like toxin, toxin_1	Toxin-antitoxin systems	Toxin	
PF15520.11	Pfam	Novel toxin 10	Toxin-antitoxin systems	Toxin	
PF15521.12	Pfam	Novel toxin 11	Toxin-antitoxin systems	Toxin	
PF15522.12	Pfam	Novel toxin 14	Toxin-antitoxin systems	Toxin	
PF15523.11	Pfam	Novel toxin 16	Toxin-antitoxin systems	Toxin	
PF15524.12	Pfam	Novel toxin 17	Toxin-antitoxin systems	Toxin	
PF15526.13	Pfam	Novel toxin 21	Toxin-antitoxin systems	Toxin	
PF15527.12	Pfam	Bacterial toxin 22	Toxin-antitoxin systems	Toxin	
PF15528.13	Pfam	Bacterial toxin 23	Toxin-antitoxin systems	Toxin	
PF15529.12	Pfam	Bacterial toxin 24	Toxin-antitoxin systems	Toxin	
PF15530.11	Pfam	Bacterial toxin 25	Toxin-antitoxin systems	Toxin	
PF15531.12	Pfam	Bacterial toxin 27	Toxin-antitoxin systems	Toxin	
PF15532.12	Pfam	Bacterial toxin 30	Toxin-antitoxin systems	Toxin	
PF15533.13	Pfam	Bacterial toxin 33	Toxin-antitoxin systems	Toxin	
PF15534.12	Pfam	Bacterial toxin 35	Toxin-antitoxin systems	Toxin	
PF15535.13	Pfam	Bacterial toxin 37	Toxin-antitoxin systems	Toxin	
PF15536.11	Pfam	Bacterial toxin 3	Toxin-antitoxin systems	Toxin	
PF15537.11	Pfam	Bacterial toxin 43	Toxin-antitoxin systems	Toxin	
PF15538.13	Pfam	Bacterial toxin 46	Toxin-antitoxin systems	Toxin	
PF15540.11	Pfam	Bacterial toxin 47	Toxin-antitoxin systems	Toxin	
PF15541.11	Pfam	Bacterial toxin 4	Toxin-antitoxin systems	Toxin	
PF15542.12	Pfam	Bacterial toxin 50	Toxin-antitoxin systems	Toxin	
PF15543.11	Pfam	Bacterial toxin 5	Toxin-antitoxin systems	Toxin	
PF15544.12	Pfam	Bacterial toxin 6	Toxin-antitoxin systems	Toxin	
PF15545.11	Pfam	Bacterial toxin 8	Toxin-antitoxin systems	Toxin	
PF15604.12	Pfam	Novel toxin 15	Toxin-antitoxin systems	Toxin	
PF15605.13	Pfam	Bacterial toxin 28	Toxin-antitoxin systems	Toxin	
PF15606.11	Pfam	Bacterial toxin 34	Toxin-antitoxin systems	Toxin	
PF15607.12	Pfam	Bacterial toxin 44	Toxin-antitoxin systems	Toxin	
PF15635.12	Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin  2	Toxin-antitoxin systems	Toxin	
PF15636.12	Pfam	GHH signature containing HNH/Endo VII superfamily nuclease toxin	Toxin-antitoxin systems	Toxin	
PF15637.12	Pfam	HNH/Endo VII superfamily nuclease toxin with a HHH motif	Toxin-antitoxin systems	Toxin	
PF15638.12	Pfam	Metallopeptidase toxin 2	Toxin-antitoxin systems	Toxin	
PF15639.14	Pfam	Metallopeptidase toxin 3	Toxin-antitoxin systems	Toxin	
PF15640.12	Pfam	Metallopeptidase toxin 4	Toxin-antitoxin systems	Toxin	
PF15641.13	Pfam	Metallopeptidase toxin 5	Toxin-antitoxin systems	Toxin	
PF15642.11	Pfam	Toxin in Odyssella and Amoebophilus	Toxin-antitoxin systems	Toxin	
PF15643.13	Pfam	Papain fold toxin 2	Toxin-antitoxin systems	Toxin	
PF15644.13	Pfam	Papain fold toxin 1, glutamine deamidase	Toxin-antitoxin systems	Toxin	
PF15645.15	Pfam	Dermonecrotoxin of the Papain-like fold	Toxin-antitoxin systems	Toxin	
PF15646.14	Pfam	Restriction endonuclease fold toxin 2	Toxin-antitoxin systems	Toxin	
PF15647.12	Pfam	Restriction endonuclease fold toxin 3	Toxin-antitoxin systems	Toxin	
PF15648.13	Pfam	Restriction endonuclease fold toxin 5	Toxin-antitoxin systems	Toxin	
PF15649.13	Pfam	Restriction endonuclease fold toxin 7	Toxin-antitoxin systems	Toxin	
PF15650.14	Pfam	Restriction endonuclease fold toxin 9	Toxin-antitoxin systems	Toxin	
PF15651.11	Pfam	Salivary glad secreted protein domain toxin	Toxin-antitoxin systems	Toxin	
PF15652.13	Pfam	HNH/Endo VII superfamily toxin with a SHH signature	Toxin-antitoxin systems	Toxin	
PF15653.12	Pfam	URI fold toxin 2	Toxin-antitoxin systems	Toxin	
PF15654.12	Pfam	Toxin with a conserved tryptophan and TIP tripeptide motif	Toxin-antitoxin systems	Toxin	
PF15656.13	Pfam	Toxin with a H, D/N and C signature	Toxin-antitoxin systems	Toxin	
PF15657.12	Pfam	HNH/Endo VII superfamily nuclease toxins	Other		
PF15658.11	Pfam	Latrotoxin C-terminal domain	Toxin-antitoxin systems	Toxin	
PF15659.14	Pfam	JAB-like toxin 1	Toxin-antitoxin systems	Toxin	
PF15731.12	Pfam	Antitoxin component of bacterial toxin-antitoxin system, MqsA	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15738.12	Pfam	Bacterial toxin of type II toxin-antitoxin system, YafQ	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15781.13	Pfam	ParE-like toxin of type II bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15905.11	Pfam	Hyaluronan mediated motility receptor N-terminal	Motility & cell-surface dynamics	Motility (other)	
PF15908.11	Pfam	Hyaluronan mediated motility receptor C-terminal	Motility & cell-surface dynamics	Motility (other)	
PF15919.12	Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15933.12	Pfam	Antitoxin to bacterial toxin RNase LS or RnlA	Toxin-antitoxin systems	Antitoxin	
PF15933.12	Pfam	Antitoxin to bacterial toxin RNase LS or RnlA	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15935.13	Pfam	RNase LS, bacterial toxin	Toxin-antitoxin systems	Toxin	
PF15937.11	Pfam	prlF antitoxin for toxin YhaV_toxin	Toxin-antitoxin systems	Antitoxin	
PF15937.11	Pfam	prlF antitoxin for toxin YhaV_toxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15939.11	Pfam	Putative antitoxin of bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF15943.12	Pfam	Bacterial toxin YdaS	Toxin-antitoxin systems	Toxin	
PF15950.11	Pfam	Putative sperm flagellar membrane protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF15968.10	Pfam	Membrane-anchored ion channel, Abi component	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF15970.12	Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system	Toxin-antitoxin systems	Toxin-antitoxin module	
PF16073.11	Pfam	Starter unit:ACP transacylase in aflatoxin biosynthesis	Toxin-antitoxin systems	Toxin	
PF16537.12	Pfam	Type II secretion system protein B	Secretion & extracellular processes	Secretion system	
PF16538.12	Pfam	Flagellar assembly protein T, C-terminal domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF16539.11	Pfam	Flagellar assembly protein T, middle domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF16548.11	Pfam	Flagellar assembly protein T, N-terminal domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF16549.11	Pfam	Type II secretion system (T2SS) pilotin, S protein	Secretion & extracellular processes	Secretion system	
PF16583.12	Pfam	Zinc-regulated secreted antivirulence protein C-terminal domain	Virulence & host interaction	Virulence factor	
PF16592.11	Pfam	REC lobe of CRISPR-associated endonuclease Cas9	Defense & anti-defense systems	CRISPR-Cas system	
PF16593.12	Pfam	Bridge helix of CRISPR-associated endonuclease Cas9	Defense & anti-defense systems	CRISPR-Cas system	
PF16595.11	Pfam	PAM-interacting domain of CRISPR-associated endonuclease Cas9	Defense & anti-defense systems	CRISPR-Cas system	
PF16695.12	Pfam	Type VI secretion system (T6SS), amidase immunity protein	Secretion & extracellular processes	Secretion system	
PF16754.11	Pfam	Bacterial toxin homologue of phage lysozyme, C-term	Toxin-antitoxin systems	Toxin	
PF16810.12	Pfam	RXLR phytopathogen effector protein, Avirulence activity	Virulence & host interaction	Virulence factor	
PF16813.12	Pfam	CRISPR-associated protein Csn2 subfamily St	Defense & anti-defense systems	CRISPR-Cas system	
PF16829.11	Pfam	Avirulence protein ATR13, RxLR effector	Virulence & host interaction	Virulence factor	
PF16847.11	Pfam	Avirulence AvrPtoB, BAK1-binding domain	Virulence & host interaction	Virulence factor	
PF16848.11	Pfam	Substrate of the Dot/Icm secretion system, putative	Secretion & extracellular processes	Secretion system	
PF16872.11	Pfam	Putative phage abortive infection protein	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF16873.11	Pfam	Putative abortive phage resistance protein AbiGii toxin	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF16873.11	Pfam	Putative abortive phage resistance protein AbiGii toxin	Toxin-antitoxin systems	Toxin	
PF16935.11	Pfam	Putative Holin-like Toxin (Hol-Tox)	Toxin-antitoxin systems	Toxin	
PF16937.12	Pfam	Type III secretion system translocator protein, HrpF	Secretion & extracellular processes	Secretion system	
PF16973.11	Pfam	Flagellar motor switch protein FliN N-terminal	Motility & cell-surface dynamics	Flagellar assembly / function	
PF16981.11	Pfam	chi-Conotoxin or t superfamily	Toxin-antitoxin systems	Toxin	
PF16989.11	Pfam	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ	Secretion & extracellular processes	Secretion system	
PF17056.11	Pfam	Killer toxin-resistance protein 1	Toxin-antitoxin systems	Toxin	
PF17116.12	Pfam	Type 9 secretion system plug protein 1st domain	Secretion & extracellular processes	Secretion system	
PF17216.10	Pfam	Rrp44-like cold shock domain	Stress response & homeostasis	Cold-shock response	
PF17418.8	Pfam	Sporulation delaying protein SdpA	Sporulation & developmental	Sporulation	
PF17423.7	Pfam	Swarming motility protein	Motility & cell-surface dynamics	Motility (other)	
PF17454.8	Pfam	Honey bee toxin	Toxin-antitoxin systems	Toxin	
PF17456.8	Pfam	Toxin-coregulated pilus protein S	Toxin-antitoxin systems	Toxin	
PF17475.8	Pfam	Clostridial binary toxin B/anthrax toxin PA domain 2	Toxin-antitoxin systems	Toxin	
PF17476.8	Pfam	Clostridial binary toxin B/anthrax toxin PA domain 3	Toxin-antitoxin systems	Toxin	
PF17486.8	Pfam	Cystine knot toxins	Other		
PF17491.7	Pfam	Spider Toxins mu-diguetoxin-1 a, b and c	Toxin-antitoxin systems	Toxin	
PF17492.8	Pfam	Delta Ctenitoxins	Other		
PF17525.9	Pfam	Lysogeny maintenance protein PflM	Lysogeny & lytic switch	Lysogeny / lytic switch	
PF17541.9	Pfam	Type VI secretion system TssC/VipB, central domain	Secretion & extracellular processes	Secretion system	
PF17555.8	Pfam	Type VI secretion system, TssN	Secretion & extracellular processes	Secretion system	
PF17556.8	Pfam	MIT-like atracotoxin family	Toxin-antitoxin systems	Toxin	
PF17557.8	Pfam	I2-superfamily conotoxins	Other		
PF17561.8	Pfam	Type VI secretion system, TssO	Secretion & extracellular processes	Secretion system	
PF17574.9	Pfam	Inhibitor of toxin/antitoxin system (Gp4.5)	Toxin-antitoxin systems	Toxin-antitoxin module	
PF17722.7	Pfam	Intraflagellar transport-associated protein	Motility & cell-surface dynamics	Flagellar assembly / function	
PF17735.8	Pfam	Biofilm surface layer A	Motility & cell-surface dynamics	Biofilm formation / dispersal	
PF17849.8	Pfam	Dis3-like cold-shock domain 2 (CSD2)	Stress response & homeostasis	Cold-shock response	
PF17876.8	Pfam	Cold shock domain	Stress response & homeostasis	Cold-shock response	
PF17893.8	Pfam	CRISPR-associated endonuclease Cas9 beta-hairpin domain	Defense & anti-defense systems	CRISPR-Cas system	
PF17894.8	Pfam	Topo homolgy domain in CRISPR-associated endonuclease Cas9	Defense & anti-defense systems	CRISPR-Cas system	
PF17953.7	Pfam	CRISPR Csm4 C-terminal domain	Defense & anti-defense systems	CRISPR-Cas system	
PF17997.8	Pfam	Insecticidal delta-endotoxin CryIA(c) domain 5	Toxin-antitoxin systems	Toxin	
PF18061.8	Pfam	CRISPR-Cas9 WED domain	Defense & anti-defense systems	CRISPR-Cas system	
PF18070.8	Pfam	CRISPR-Cas9 PI domain	Defense & anti-defense systems	CRISPR-Cas system	
PF18182.7	Pfam	minimal CRISPR polymerase domain	Defense & anti-defense systems	CRISPR-Cas system	
PF18270.6	Pfam	Virulence factor Evf	Virulence & host interaction	Virulence factor	
PF18276.8	Pfam	Tc toxin complex TcA C-terminal TcB-binding domain	Toxin-antitoxin systems	Toxin	
PF18286.7	Pfam	Type III secretion system ExsE	Secretion & extracellular processes	Secretion system	
PF18320.7	Pfam	Csc2 Crispr	Defense & anti-defense systems	CRISPR-Cas system	
PF18383.7	Pfam	Intraflagellar transport 81 calponin homology domain	Motility & cell-surface dynamics	Flagellar assembly / function	
PF18495.7	Pfam	Antitoxin VbhA	Toxin-antitoxin systems	Antitoxin	
PF18495.7	Pfam	Antitoxin VbhA	Toxin-antitoxin systems	Toxin-antitoxin module	
PF18506.8	Pfam	RelB Antitoxin	Toxin-antitoxin systems	Antitoxin	
PF18506.8	Pfam	RelB Antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF18648.9	Pfam	Tse2 ADP-ribosyltransferase toxin	Toxin-antitoxin systems	Toxin	
PF18661.8	Pfam	Avirulence Effector AvrLm4-7	Virulence & host interaction	Virulence factor	
PF18728.7	Pfam	AbiV	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18732.7	Pfam	HEPN like, Abia C-terminal domain	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18734.7	Pfam	AbiU2	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18807.8	Pfam	Tripartite Tc toxins repeat	Other		
PF18860.8	Pfam	AbiJ N-terminal domain 3	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18863.7	Pfam	AbiJ N-terminal domain 4	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18864.7	Pfam	AbiTii	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18865.9	Pfam	AbiJ N-terminal domain 5	Defense & anti-defense systems	Anti-CRISPR / anti-defense protein	
PF18895.6	Pfam	Type IV secretion system pilin	Secretion & extracellular processes	Secretion system	
PF18962.8	Pfam	Secretion system C-terminal sorting domain	Secretion & extracellular processes	Secretion system	
PF18993.8	Pfam	Rv0078B-related antitoxin	Toxin-antitoxin systems	Antitoxin	
PF18993.8	Pfam	Rv0078B-related antitoxin	Toxin-antitoxin systems	Toxin-antitoxin module	
PF19021.6	Pfam	CRISPR system CMR subunit Cmr7 1	Defense & anti-defense systems	CRISPR-Cas system	
PF19034.6	Pfam	RNase LS, bacterial toxin DBD domain	Toxin-antitoxin systems	Toxin	
PF19308.5	Pfam	CRISPR Cas6 N-terminal domain	Defense & anti-defense systems	CRISPR-Cas system	
PF19417.5	Pfam	RNase LS, bacterial toxin N-terminal	Toxin-antitoxin systems	Toxin	
PF19568.6	Pfam	Sporulation stage III, protein AA	Sporulation & developmental	Sporulation	
PF19572.6	Pfam	Type IX secretion system protein PorV	Secretion & extracellular processes	Secretion system	
PF19588.4	Pfam	Saxitoxin biosynthesis operon protein SxtJ	Toxin-antitoxin systems	Toxin	
PF19841.5	Pfam	Gliding motility associated protein GldN	Motility & cell-surface dynamics	Motility (other)	
PF19937.5	Pfam	Gliding motility-associated protein GldC-like	Motility & cell-surface dynamics	Motility (other)	
PF20126.5	Pfam	Toxin TumE	Toxin-antitoxin systems	Toxin	
PF20178.4	Pfam	Dermonecrotic toxin, N-terminal domain	Toxin-antitoxin systems	Toxin	
PF20220.4	Pfam	ABC toxin N-terminal region	Toxin-antitoxin systems	Toxin	
PF20232.4	Pfam	C-terminal domain of Type VI secretion system FHA protein	Secretion & extracellular processes	Secretion system	
PF20249.4	Pfam	VasX toxin N-terminal region	Toxin-antitoxin systems	Toxin	
PF20250.4	Pfam	Flagellar Assembly Protein A N-terminal region	Motility & cell-surface dynamics	Flagellar assembly / function	
PF20438.4	Pfam	Stage IV sporulation protein A, middle domain	Sporulation & developmental	Sporulation	
